0,0,0,400
0,0.01,0,350
0,0.02,0,300
0,0.03,0,300
0,0.04,0,300
0,0.05,0,300
0,0.06,0,300
0,0.07,0,300
0,0.08,0,300
0,0.09,0,300
0,0.1,0,300
0,0.11,0,300
0,0.12,0,300
0,0.13,0,300
0,0.14,0,300
0,0.15,0,300
0,0.16,0,300
0,0.17,0,300
0,0.18,0,300
0,0.19,0,300
0,0.2,0,300
0,0.21,0,300
0,0.22,0,300
0,0.23,0,300
0,0.24,0,300
0,0.25,0,300
0,0.26,0,300
0,0.27,0,300
0,0.28,0,300
0,0.29,0,300
0,0.3,0,300
0,0.31,0,300
0,0.32,0,300
0,0.33,0,300
0,0.34,0,300
0,0.35,0,300
0,0.36,0,300
0,0.37,0,300
0,0.38,0,300
0,0.39,0,300
0,0.4,0,300
0,0.41,0,300
0,0.42,0,300
0,0.43,0,300
0,0.44,0,300
0,0.45,0,300
0,0.46,0,300
0,0.47,0,300
0,0.48,0,300
0,0.49,0,300
0,0.5,0,300
0,0.51,0,300
0,0.52,0,300
0,0.53,0,300
0,0.54,0,300
0,0.55,0,300
0,0.56,0,300
0,0.57,0,300
0,0.58,0,300
0,0.59,0,300
0,0.6,0,300
0,0.61,0,300
0,0.62,0,300
0,0.63,0,300
0,0.64,0,300
0,0.65,0,300
0,0.66,0,300
0,0.67,0,300
0,0.68,0,300
0,0.69,0,300
0,0.7,0,300
0,0.71,0,300
0,0.72,0,300
0,0.73,0,300
0,0.74,0,300
0,0.75,0,300
0,0.76,0,300
0,0.77,0,300
0,0.78,0,300
0,0.79,0,300
0,0.8,0,300
0,0.81,0,300
0,0.82,0,300
0,0.83,0,300
0,0.84,0,300
0,0.85,0,300
0,0.86,0,300
0,0.87,0,300
0,0.88,0,300
0,0.89,0,300
0,0.9,0,300
0,0.91,0,300
0,0.92,0,300
0,0.93,0,300
0,0.94,0,300
0,0.95,0,300
0,0.96,0,300
0,0.97,0,300
0,0.98,0,250
0,1,0,200
10,0,0,400
10,0.01,0,377.441
10,0.02,0,354.883
10,0.03,0,338.77
10,0.04,0,322.656
10,0.05,0,314.6
10,0.06,0,306.543
10,0.07,0,303.857
10,0.08,0,301.172
10,0.09,0,300.635
10,0.1,0,300.098
10,0.11,0,300.049
10,0.12,0,300
10,0.13,0,300
10,0.14,0,300
10,0.15,0,300
10,0.16,0,300
10,0.17,0,300
10,0.18,0,300
10,0.19,0,300
10,0.2,0,300
10,0.21,0,300
10,0.22,0,300
10,0.23,0,300
10,0.24,0,300
10,0.25,0,300
10,0.26,0,300
10,0.27,0,300
10,0.28,0,300
10,0.29,0,300
10,0.3,0,300
10,0.31,0,300
10,0.32,0,300
10,0.33,0,300
10,0.34,0,300
10,0.35,0,300
10,0.36,0,300
10,0.37,0,300
10,0.38,0,300
10,0.39,0,300
10,0.4,0,300
10,0.41,0,300
10,0.42,0,300
10,0.43,0,300
10,0.44,0,300
10,0.45,0,300
10,0.46,0,300
10,0.47,0,300
10,0.48,0,300
10,0.49,0,300
10,0.5,0,300
10,0.51,0,300
10,0.52,0,300
10,0.53,0,300
10,0.54,0,300
10,0.55,0,300
10,0.56,0,300
10,0.57,0,300
10,0.58,0,300
10,0.59,0,300
10,0.6,0,300
10,0.61,0,300
10,0.62,0,300
10,0.63,0,300
10,0.64,0,300
10,0.65,0,300
10,0.66,0,300
10,0.67,0,300
10,0.68,0,300
10,0.69,0,300
10,0.7,0,300
10,0.71,0,300
10,0.72,0,300
10,0.73,0,300
10,0.74,0,300
10,0.75,0,300
10,0.76,0,300
10,0.77,0,300
10,0.78,0,300
10,0.79,0,300
10,0.8,0,300
10,0.81,0,300
10,0.82,0,300
10,0.83,0,300
10,0.84,0,300
10,0.85,0,300
10,0.86,0,300
10,0.87,0,300
10,0.88,0,299.951
10,0.89,0,299.902
10,0.9,0,299.365
10,0.91,0,298.828
10,0.92,0,296.143
10,0.93,0,293.457
10,0.94,0,285.4
10,0.95,0,277.344
10,0.96,0,261.23
10,0.97,0,245.117
10,0.98,0,222.559
10,1,0,200
20,0,0,400
20,0.01,0,383.181
20,0.02,0,366.362
20,0.03,0,352.347
20,0.04,0,338.331
20,0.05,0,328.628
20,0.06,0,318.925
20,0.07,0,313.38
20,0.08,0,307.835
20,0.09,0,305.248
20,0.1,0,302.66
20,0.11,0,301.69
